backend,k,id,family,has_rationale,rationale_chars,asset_grounded,class_consistent,action_consistent,n_unsupported_claims,unsupported_claims,is_template_rationale
qwen2_5_7b_lora,1,rev-5009,memory_poisoning,True,77,True,True,True,0,,True
qwen2_5_7b_lora,1,rev-6000,ood_attack_label,True,63,,False,False,0,,False
qwen2_5_7b_lora,1,rev-6001,ood_attack_label,True,87,,False,False,0,,True
qwen2_5_7b_lora,1,rev-6002,ood_attack_label,True,85,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-6003,ood_attack_label,True,91,,False,False,0,,False
qwen2_5_7b_lora,1,rev-6004,ood_attack_label,True,85,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-6005,ood_attack_label,True,102,,False,False,0,,False
qwen2_5_7b_lora,1,rev-6006,ood_attack_label,True,89,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-6007,ood_attack_label,True,89,,False,False,0,,False
qwen2_5_7b_lora,1,rev-6008,ood_attack_label,True,81,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-6009,ood_attack_label,True,63,,False,False,0,,False
qwen2_5_7b_lora,1,rev-6010,ood_attack_label,True,70,,False,False,0,,False
qwen2_5_7b_lora,1,rev-6011,ood_attack_label,True,76,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-6012,ood_attack_label,True,68,,False,False,0,,False
qwen2_5_7b_lora,1,rev-6013,ood_attack_label,True,87,,False,False,0,,False
qwen2_5_7b_lora,1,rev-6014,ood_attack_label,True,70,,False,False,0,,False
qwen2_5_7b_lora,1,rev-7000,benign_but_suspicious,True,64,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-7001,benign_but_suspicious,True,91,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-7002,benign_but_suspicious,True,73,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-7003,benign_but_suspicious,True,77,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-7004,benign_but_suspicious,True,71,,False,False,0,,False
qwen2_5_7b_lora,1,rev-7005,benign_but_suspicious,True,63,True,True,True,0,,True
qwen2_5_7b_lora,1,rev-7006,benign_but_suspicious,True,73,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-7007,benign_but_suspicious,True,75,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-7008,benign_but_suspicious,True,73,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-7009,benign_but_suspicious,True,77,True,True,True,2,forged command;persistent freeze,True
qwen2_5_7b_lora,1,rev-7010,benign_but_suspicious,True,56,,False,False,0,,False
qwen2_5_7b_lora,1,rev-7011,benign_but_suspicious,True,77,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-7012,benign_but_suspicious,True,59,,False,False,0,,False
qwen2_5_7b_lora,1,rev-7013,benign_but_suspicious,True,56,True,False,False,0,,False
qwen2_5_7b_lora,1,rev-7014,benign_but_suspicious,True,57,,False,False,0,,False
qwen2_5_7b_lora,3,rev-0000,scenario_derived,True,76,True,True,True,2,forged command;persistent freeze,True
qwen2_5_7b_lora,3,rev-0001,scenario_derived,True,76,True,True,True,2,forged command;persistent freeze,True
qwen2_5_7b_lora,3,rev-0002,scenario_derived,True,76,,True,True,2,forged command;persistent freeze,True
qwen2_5_7b_lora,3,rev-0003,scenario_derived,True,76,True,True,True,1,persistent freeze,True
qwen2_5_7b_lora,3,rev-0004,scenario_derived,True,76,True,True,True,1,persistent freeze,True
qwen2_5_7b_lora,3,rev-0005,scenario_derived,True,75,,True,True,0,,True
qwen2_5_7b_lora,3,rev-0006,scenario_derived,True,71,True,True,False,1,persistent freeze,True
qwen2_5_7b_lora,3,rev-0007,scenario_derived,True,76,True,False,True,2,forged command;persistent freeze,True
qwen2_5_7b_lora,3,rev-0008,scenario_derived,True,76,,True,True,2,forged command;persistent freeze,True
qwen2_5_7b_lora,3,rev-0009,scenario_derived,True,75,True,True,True,0,,True
qwen2_5_7b_lora,3,rev-0010,scenario_derived,True,75,True,True,True,0,,True
qwen2_5_7b_lora,3,rev-0011,scenario_derived,True,77,,True,True,0,,False
qwen2_5_7b_lora,3,rev-0012,scenario_derived,True,77,True,True,True,1,persistent freeze,True
qwen2_5_7b_lora,3,rev-0013,scenario_derived,True,76,,True,True,0,,True
qwen2_5_7b_lora,3,rev-0014,scenario_derived,True,76,True,True,True,0,,True
qwen2_5_7b_lora,3,rev-0015,scenario_derived,True,76,True,True,True,0,,True
qwen2_5_7b_lora,3,rev-0016,scenario_derived,True,78,,True,True,0,,False
qwen2_5_7b_lora,3,rev-0017,scenario_derived,True,53,,False,False,0,,False
qwen2_5_7b_lora,3,rev-0018,scenario_derived,True,53,,False,False,0,,False
qwen2_5_7b_lora,3,rev-0019,scenario_derived,True,77,,False,False,0,,False
qwen2_5_7b_lora,3,rev-1000,paraphrased_alert,True,70,True,False,True,1,persistent freeze,True
qwen2_5_7b_lora,3,rev-1001,paraphrased_alert,True,69,True,True,False,1,persistent freeze,True
qwen2_5_7b_lora,3,rev-1002,paraphrased_alert,True,75,True,True,True,0,,True
qwen2_5_7b_lora,3,rev-1003,paraphrased_alert,True,56,,False,False,0,,False
qwen2_5_7b_lora,3,rev-1004,paraphrased_alert,True,70,True,False,True,1,persistent freeze,True
qwen2_5_7b_lora,3,rev-1005,paraphrased_alert,True,80,,False,False,1,persistent freeze,False
qwen2_5_7b_lora,3,rev-1006,paraphrased_alert,True,76,True,True,True,0,,True
qwen2_5_7b_lora,3,rev-1007,paraphrased_alert,True,81,True,False,False,1,forged command,True
qwen2_5_7b_lora,3,rev-1008,paraphrased_alert,True,72,True,True,True,0,,True
qwen2_5_7b_lora,3,rev-1009,paraphrased_alert,True,76,,True,True,1,persistent freeze,True
qwen2_5_7b_lora,3,rev-1010,paraphrased_alert,True,69,True,False,False,0,,True
qwen2_5_7b_lora,3,rev-1011,paraphrased_alert,True,72,True,False,True,1,persistent freeze,False
qwen2_5_7b_lora,3,rev-1012,paraphrased_alert,True,72,True,True,True,0,,True
qwen2_5_7b_lora,3,rev-1013,paraphrased_alert,True,55,True,False,False,0,,False
qwen2_5_7b_lora,3,rev-1014,paraphrased_alert,True,76,True,True,False,2,forged command;persistent freeze,True
qwen2_5_7b_lora,3,rev-1015,paraphrased_alert,True,76,True,True,True,2,forged command;persistent freeze,True
qwen2_5_7b_lora,3,rev-1016,paraphrased_alert,True,76,True,True,True,0,,True
qwen2_5_7b_lora,3,rev-1017,paraphrased_alert,True,70,True,False,False,0,,True
qwen2_5_7b_lora,3,rev-1018,paraphrased_alert,True,66,False,True,True,0,,True
qwen2_5_7b_lora,3,rev-1019,paraphrased_alert,True,77,True,True,True,1,persistent freeze,True
qwen2_5_7b_lora,3,rev-1020,paraphrased_alert,True,71,True,False,True,1,persistent freeze,True
qwen2_5_7b_lora,3,rev-1021,paraphrased_alert,True,79,True,True,True,0,,True
qwen2_5_7b_lora,3,rev-1022,paraphrased_alert,True,84,True,False,True,0,,False
qwen2_5_7b_lora,3,rev-1023,paraphrased_alert,True,76,True,True,True,2,forged command;persistent freeze,True
qwen2_5_7b_lora,3,rev-1024,paraphrased_alert,True,71,True,False,True,1,persistent freeze,True
qwen2_5_7b_lora,3,rev-1025,paraphrased_alert,True,72,True,False,False,0,,False
qwen2_5_7b_lora,3,rev-1026,paraphrased_alert,True,76,True,True,True,2,forged command;persistent freeze,True
qwen2_5_7b_lora,3,rev-1027,paraphrased_alert,True,76,True,True,True,0,,True
